CENTRE ST S & 11 AV SE,51.03699,-114.06364
RICHMOND RD SW & SARCEE TR SW,51.02113,-114.14538
755 LAKE BONAVISTA DR SE,50.94275,-114.04604
BANNISTER RD SE & MIDLAKE BV SE,50.91912,-114.06857
2 ST SE & 5 AV SE,50.99654,-114.06001
CARLETON ST SW & PROSPECT AV SW,51.02799,-114.08941
30 AV SW & 6 ST SW,51.02667,-114.11732
78 ABALONE CR NE,51.054401,-113.927818
1 ST SE & 14 AV SE,51.01666,-114.06111
EDGEBURN CR NW & EDGEPARK BV NW,51.13415,-114.15915
2220 68 ST NE,51.071518,-113.935059
6 AV SW & 7 AV SW,51.0478,-114.07616
318 26 AV SW,51.02959,-114.069558
37 ST SW & 61 AV SW,50.99857,-114.14091
500 4 ST SW,51.0486,-114.07148
1229 17A ST NE,51.063266,-114.017642
2 AV NE & 7A ST NE,51.0546,-114.0443
MEMORIAL DR W & 14 ST NW,51.04799,-114.03169
3330 8 AV SW,51.04503,-114.130225
323 10 AV SW,51.043451,-114.068458
MONTALBAN DR NW & MONTANA CR NW,51.07767,-114.15412
1800 10 AV SW,51.0444,-114.10163
23 SUNPARK DR SE,50.905216,-114.05527
406 MARLBOROUGH WY NE,51.055158,-113.976923
MONSERRAT DR NW,51.07678,-114.17614
HADDON RD SW & SOUTHLAND DR SW,50.97196,-114.07853
17 AV SW & 31 ST SW,51.03783,-114.12666
4810 40 AV SW,51.01695,-114.155549
71 WHITEFIELD CL NE,51.08775,-113.9734
13 AV SW & 39 ST SW,51.04145,-114.09937
11 AV SE & 44 ST SE,51.04289,-114.00189
2 AV SW & 6 ST SW,51.05168,-114.07834
5 ST SW & 57 AV SW,51.01145,-114.07638
CROWFOOT CR NW & CROWFOOT WY NW,51.12488,-114.20016
On CENTRE ST S between 5 AV SE & 6 AV SE,51.045219,-114.063011
1 AV NE & 6A ST NE,51.05322,-114.0443
DEERFOOT TR NE & 32 AV NE,51.02231,-114.00158
5720 SILVERSPRINGS BV NW,51.103755,-114.189169
1716 17 AV SW,51.03779,-114.101011
WHITERIDGE WY NE & 44 AV NE,51.0899,-113.96617
4000 52 ST NE,51.019174,-113.95832
SUNCASTLE DR SE & SUNHAVEN CL SE,50.90234,-114.03541
GALWAY CR SW & 46 AV SW,51.01248,-114.14777
CORAL SPRINGS BV NE & CORAL SPRINGS CI NE,51.10471,-113.92628
RAYNARD CR SE & 12 AV SE,51.04249,-113.98593
14 AV NW & 20A ST NW,51.06431,-114.09401
RIVERWOOD CI SE & 18 ST SE,50.97035,-114.01074
26 AV SW & 4 ST SW,51.03003,-114.13266
TEMPLEWOOD DR NE & 53 ST NE,51.08741,-113.9567
ROYAL AV SW & 5 ST SW,51.03518,-114.07931
13 AV SW & 8 ST SW,51.04145,-114.09937
RUSSET RD NE & 16 AV NE,51.06325,-114.04265
CORAL SPRINGS BV NE & FALSHIRE DR NE,51.10471,-113.92628
1 ST NW & 16 AV NW,51.07425,-114.06506
1 ST SE & 146 AV SE,51.01666,-114.06111
111 7 ST NW,51.056033,-114.077988
24 AV NW & 5 ST NW,51.07425,-114.11626
2000 69 ST SW,51.036493,-114.187466
KENSINGTON RD NW & 15 ST NW,51.05249,-114.10557
MEMORIAL DR W & 6 ST NW,51.04799,-114.03169
3755 CEDARILLE DR SW,50.95248,-114.130745
MT MCKENZIE DR SE & MT SELKIRK CL SE,50.92308,-113.9814
OLYMPIC WY SE & 13 AV SE,51.03922,-114.05363
349 SUNMILLS DR SE,50.897858,-114.040021
12 AV SW & 7 ST SW,51.04264,-114.10653
POPLAR RD SW & 8 AV SW,51.04747,-114.1367
5 ST SW & 7 AV SW,51.01145,-114.07638
182 SOMERVALE CL SW,50.899865,-114.070871
CENTRE ST N & 40 AV NE,51.10823,-114.06248
907 32 AV NW,51.08149,-114.0802
14900 DEER RIDGE DR SE,50.9301,-114.02726
BRADEN CR NW & NORTHMOUNT DR NW,51.09201,-114.13162
19 ST SW & 90 AV SW,51.01062,-114.10626
COUNTRY HILLS BV NE & HARVEST HILLS BV NE,51.15809,-114.05468
9565 HIDDEN VALLEY DR NW,51.144883,-114.126393
400 GODDARD AV NE,51.09746,-114.05468
1 ST SW & 5 AV SW,51.02625,-114.06703
21A ST SE & 78 AV SE,50.98313,-114.00878
6420 30 AV NW,51.07976,-114.180995
16 SHAWVILLE RI SE,50.90179,-114.0633
1119 RANCHVIEW RD NW,51.115733,-114.186789
112 LYNNVIEW WY SE,51.00013,-114.018759
22 AV SW & 5 ST SW,51.03422,-114.09918
3445 37 ST SW,51.02428,-114.14118
18 AV SW & 8 ST SW,51.03691,-114.07932
777 8 AV SW,51.045984,-114.078245
15 AV SW & 37 ST SW,51.03874,-114.11664
BOW BOTTOM TR SE & 137 AV SE,50.92098,-114.02192
CHURCHILL DR SW & HERITAGE DR SW,50.98206,-114.0909
OLD BANFF COACH RD SW & 85 ST SW,51.06697,-114.19623
2200 WOODVIEW DR SW,50.9413,-114.11154
MCKNIGHT BV NE & 19 ST NE,51.09289,-114.01159
CAMBRIAN DR NW & 31 AV NW,51.08064,-114.0888
MACLEOD TR S & 39 AV SW,50.97953,-114.07147
On 7 ST SW between 6 AV SW & 7 AV SW,51.045219,-114.063011
300 14 AV SW,51.03965,-114.06835
SUNCREST WY SE & SUNMILLS DR SE,50.90335,-114.04231
3406 2 ST NW,51.082466,-114.06671
17 AV SW & 19 ST SW,51.03783,-114.12666
SHAWVILLE BV SE & SHAWVILLE RI SE,50.90194,-114.06489
4904 RUNDLEWOOD RD NE,51.071726,-113.964453
3633 WESTWINDS DR NE,51.108693,-113.96721
MEMORIAL DR W & 5A ST NW,51.04799,-114.03169
1300 14 ST SW,51.04132,-114.09469
6620 4 ST NW,51.112555,-114.071318
13 ST SE & 9 AV SE,51.01702,-114.02846
GLAMORGAN WY SW & 41 AV SW,51.01421,-114.15639
WOODBINE BV SW & WOODFIELD RD SW,51.045219,-114.063011
4563 41 AV SW,51.015742,-114.151673
CANTERBURY DR SW & CANYON MEADOWS DR SW,50.94157,-114.08646
400 36 ST NE,51.055851,-113.981496
16 AV NW & 46 ST NW,51.06712,-114.12018
NOSE HILL DR NW & 87 ST NW,51.1178,-114.20499
CROWCHILD TR NW & TWELVE MI COULEE RD NW,51.09214,-114.1399
SPRUCE MEADOWS TR SW & 6 ST SW,50.89215,-114.11697
9950 MACLEOD TR S,50.96198,-114.07177
3402 BOW TR SW,51.042908,-114.138083
20 AV SE & 50 ST SE,51.03501,-114.02357
5251 COUNTRY HILLS BV NW,51.14142,-114.18232
OAKMOOR DR SW & 24 ST SW,50.96349,-114.12057
524 NORTHMOUNT DR NW,51.089667,-114.084505
RUNDLEHORN DR NE & 36 ST NE,51.0716,-113.95529
7836 10 ST NW,51.121194,-114.081401
MARQUIS OF LORNE TR SW & 24 ST SW,50.89608,-113.99925
PALLISER DR SW & 24 ST SW,50.96939,-114.11634
MACLEOD TR S & SOUTHLAND DR SW,50.97953,-114.07147
19 AV SE & 46 ST SE,51.03609,-113.98946
EDMONTON TR NE & 16 AV NE,51.07152,-114.05621
CRANLEIGH DR SE & CRANSTON BV SE,50.89234,-113.99146
3504 19 ST SW,51.023108,-114.10632
A 4111 SARCEE RD SW,51.01722,-114.13528
INVERNESS GA SE & PROMENADE WY SE,50.91314,-113.96912
1 ST SW & 2 AV SW,51.02625,-114.06703
10099 HARVEST HILLS BV NW,51.045219,-114.063011
ANDERSON RD SW & ELBOW DR SW,50.95044,-114.09663
INVERNESS GA SE & MCKENZIE TOWNE BV SE,50.91314,-113.96912
26 AV SE & 46 ST SE,51.03052,-113.99187
2216 LANGRIVILLE DR SW,50.999096,-114.110794
26 ST NW & 7 AV NW,51.05874,-114.12296
4 ST NE & 72 AV NE,51.09613,-114.05401
CLARENDON RD NW & NORTHMOUNT DR NW,51.08702,-114.09989
HARVEST HILLS BV NW & 96 AV NW,51.045219,-114.063011
ERIN MEADOW CL SE & ERIN WOODS DR SE,51.01908,-113.9637
FAIRMOUNT DR SE & 99 AV SE,50.97228,-114.05919
8838 18 ST SE,50.97562,-114.01571
25 AV NE & 6 ST NE,51.07499,-114.01456
CENTRE ST S & MEMORIAL DR E,51.03699,-114.06364
17 AV SW & 17A ST SW,51.03783,-114.12666
3328 26 ST NE,51.081982,-113.998247
23 STRADBROOKE RI SW,51.04369,-114.17651
SHAWVILLE BV SE & 162 AV SE,50.90194,-114.06489
2414 BOWNESS RD NW,51.05109,-114.115675
DALGETTY DR NW & DALHOUSIE DR NW,51.10345,-114.15013
8305 BOWNESS RD NW,51.088966,-114.205023
1415 14 AV NW,51.064337,-114.092228
1223 43 ST SE,51.04306,-113.971352
14 AV NW & 19 ST NW,51.06431,-114.09401
DEERFOOT TR NE & 64 AV NE,51.02231,-114.00158
21 AV NW & 4 ST NW,51.07145,-114.10806
GLENMORE TR SW & 5 ST SW,51.00332,-114.13192
1220 8 AV NE,51.059505,-114.032863
2231 LONGRIDGE DR SW,50.997252,-114.11207
24 ST SE & 78 AV SE,50.98867,-114.00165
TUSCANY DR NW & TUSCANY GLEN RD NW,51.12128,-114.2542
32 AV NW & 40 AV NW,51.08155,-114.13423
142 SPRING CR SW,51.017233,-114.19609
BLACKFOOT TR SE & SOUTHLAND DR SE,51.00594,-114.04867
MACLEOD TR S & 75 AV SW,50.97953,-114.07147
2500 BARLOW TR SE,51.04171,-114.00198
CROWCHILD TR SW & 26 AV SW,51.00815,-114.11787
WOODVIEW DR SW & 24 ST SW,50.94114,-114.11268
CAMERON AV SW & 10 ST SW,51.03639,-114.08859
420 PINETREE RD NE,51.07014,-113.93556
1000 2 ST SW,51.04344,-114.06808
39 AV SW & 51 ST SW,51.01907,-114.10489
ERIN WOODS BV SE & ERIN WOODS DR SE,51.02169,-113.97008
BARLOW TR SE & 3 AV SE,50.99988,-113.98561
10 AV SE & 4 ST SE,51.04378,-113.99807
1616 14 AV NW,51.040447,-114.09738
PROSPECT AV SW & 14 ST SW,51.03244,-114.08729
3805 47 ST SW,51.020497,-114.155291
2800 52 ST SE,51.029153,-113.958437
3204 COLLINGWOOD DR NW,51.080847,-114.105879
QUEENSLAND CI SE & QUEENSLAND DR SE,50.93797,-114.02514
732 BROOKPARK DR SW,50.955092,-114.108793
COACH HILL PZ SW,51.05669,-114.18077
2622 45 ST SE,51.031228,-113.9686
HERITAGE DR SW & HORTON RD SW,50.97957,-114.08591
DALHOUSIE CR NW & DALHOUSIE DR NW,51.1077,-114.16363
7700 18 ST SE,50.9838,-114.015802
BEDDINGTON BV NW & BERKLEY DR NW,51.1367,-114.07705
2100 4 ST SW,51.03423,-114.0715
6525 ELBOW DR SW,50.995416,-114.083172
MARBANK DR NE & 36 ST NE,51.06343,-113.96808
PINESTREAM PL NE & 56 ST NE,51.07783,-113.95265
CAMPUS DR NW & 32 AV NW,51.07954,-114.1245
17 AV SE & 41 ST SE,51.03734,-113.99638
98 SHAWINIGAN DR SW,50.905188,-114.0807
172 SOUTHAMPTON DR SW,50.956607,-114.09108
12 AV SE & 38 ST SE,51.04198,-113.99901
On 4A ST SW between 47 AV SW & 48 AV SW,51.045219,-114.063011
1 ST NW & 14 AV NW,51.07425,-114.06506
1032 17 AV SW,51.037792,-114.085826
4847 DALTON DR NW,51.103095,-114.156073
3908 17 AV SE,51.03786,-113.978536
8700 NOSE HILL DR NW,51.131154,-114.190682
363 MADEIRA CL NE,51.061586,-113.947536
153 DOUGLAS GLEN PT SE,50.952939,-114.0135
26 AV SW & 29 ST SW,51.03003,-114.13266
PARKDALE BV NW & 32 ST NW,51.05532,-114.12949
14 AV SW & 31 ST SW,51.03977,-114.11665
On 1 ST SE between 10 AV SE & 11 AV SE,51.045219,-114.063011
17 AV SE & 47 ST SE,51.03734,-113.99638
3 ST SW & 5 AV SW,51.02631,-114.06998
36 ST NE & 44 AV NE,51.08144,-113.98193
6304 CROWCHILD TR SW,50.999492,-114.117928
1431 LAKE MICHIGAN CR SE,50.94531,-114.027675
310 3 AV SW,51.050348,-114.067785
4316 75 ST NW,51.089945,-114.1967
14 ST SW & 29 AV SW,51.00874,-114.09631
1925 5 ST SW,51.035333,-114.074158
ELBOW DR SW & SOUTHLAND DR SW,50.98219,-114.08315
14 ST SE & 9 AV SE,51.02256,-114.02664
300 SHAWVILLE BV SE,50.90356,-114.06963
On 8 ST SW between 6 AV SW & 7 AV SW,51.045219,-114.063011
6 AV SW & 6 ST SW,51.0478,-114.07616
42 ST SE & 5 AV SE,50.99563,-113.97337
1211 EDMONTON TR NE,51.06249,-114.055801
SANDARAC DR NW & 14 ST NW,51.1359,-114.09967
BOWNESS RD NW & 65 ST NW,51.06909,-114.15579
7 AV SW & 7 ST SW,51.04715,-114.08609
3520 17 AV SE,51.03789,-113.98462
21 ST SW & 50 AV SW,51.01116,-114.11221
CENTRE ST S & 58 AV SE,51.03699,-114.06364
1 ST SW & 7 AV SW,51.02625,-114.06703
407 HAWKWOOD BV NW,51.130275,-114.176726
512 RADLEY WY SE,51.04953,-113.98427
3504 17 AV SE,51.03789,-113.98462
14 AV SE & 34 ST SE,51.04092,-113.9847
2520 PALLISER DR SW,50.9694,-114.118354
1449 17 AV SW,51.037807,-114.095188
WHITEFIELD DR NE & WHITEFIELD PL NE,51.08823,-113.97584
16 ST SW & 48 AV SW,51.02676,-114.09956
RUNDLEHORN DR NE & 52 ST NE,51.0716,-113.95529
11 ST SW & 7 AV SW,51.02011,-114.08943
WESTON DR SW & 77 ST SW,51.06331,-114.19943
RANCHLANDS BV NW & RANCHVIEW CI NW,51.11951,-114.19322
2000 36 ST SE,51.035736,-113.981583
5014 4 ST NE,51.096211,-114.071525
20 ST SW & 27 AV SW,51.01599,-114.10921
CENTRE ST S & 61 AV SW,51.03699,-114.06364
RANCHVIEW LI NW & 66 AV NW,51.11523,-114.18155
10 ST NW & 16 AV NW,51.0732,-114.08455
501 40 AV NW,51.0874,-114.07242
MACLEOD TR S & 50 AV SW,50.97953,-114.07147
APPLEWOOD DR SE & 68 ST SE,51.04669,-113.93177
4310 38 ST NE,51.089856,-113.978318
BLAKISTON DR NW & BRENTWOOD RD NW,51.08951,-114.12952
EDMONTON TR NE & 41 AV NE,51.07152,-114.05621
117 GEORGIAN VI NE,51.060356,-113.945375
478 SILVERGROVE DR NW,51.11477,-114.193826
3301 17 AV SE,51.03764,-113.98813
38 TUSCANY SPRINGS BA NW,51.133114,-114.245036
200 EDGEDALE GD NW,51.11595,-114.15422
18 ST SW & 26 AV SW,51.03043,-114.10443
1212 60 ST SE,51.042866,-113.947015
1900 17 AV SW,51.03779,-114.10364
SHAWVILLE GA SW & SOMERVALE CO SW,50.90194,-114.06489
NOSE HILL DR NW & RANCHLANDS BV NW,51.1178,-114.20499
SIMCOE BV SW & SIMCREST MR SW,51.03403,-114.18181
12 ERIN MOUNT CR SE,51.020096,-113.974407
MIDRIDGE DR SE & MIDRIDGE PL SE,50.91842,-114.05508
JAMES MCKEVITT RD SW & SHAWNEE LI SW,50.91085,-114.09999
BOWNESS RD NW & POINT DR NW,51.06909,-114.15579
VARSITY DR NW & VERONICA RD NW,51.09288,-114.15212
800 6 AV SW,51.04788,-114.07867
SIERRA MORENA BV SW & SIERRA MORENA RD SW,51.01662,-114.17944
CROWCHILD TR NW & 5 AV NW,51.09214,-114.1399
280 HAWKWOOD DR NW,51.135162,-114.182196
248 SANDRINGHAM CO NW,51.13502,-114.10188
PENSACOLA CR SE & 14 AV SE,51.04101,-113.95303
2525 36 ST NE,51.03198,-113.981605
32 AV NE & 36 ST NE,51.08144,-113.99825
751 3 ST SW,51.0462,-114.07035
3 AV NE & 4 ST NE,51.05509,-114.00621
23 AV NW & 7 ST NW,51.07264,-114.1119
4124 44 AV NE,51.09257,-113.97246
1404A 43 ST SE,51.041662,-113.97137
1 ST SW & 12 AV SW,51.02625,-114.06703
BEDDINGTON RD NE & DEERFOOT TR NE,51.12982,-114.06639
117 DOUGLAS GLEN PT SE,50.953394,-114.013513
1318 1 ST SW,51.040361,-114.065824
8948 ELBOW DR SW,50.97199,-114.08463
BERKLEY GA NW & 14 ST NW,51.12801,-114.0888
MT ABERDEEN CL SE & MT MCKENZIE DR SE,50.92944,-113.98054
3603 CEDARILLE DR SW,50.95263,-114.1346
17 AV SE & 45 ST SE,51.03734,-113.99638
MACLEOD TR S & SHAWNESSY BV SW,50.97953,-114.07147
SUNRIDGE BV NE & 26 ST NE,51.07609,-113.99146
2600 26 AV SW,51.03004,-114.12227
CENTRE ST N & 28 AV NE,51.10823,-114.06248
HOSPITAL DR NW & 29 ST NW,51.06409,-114.13612
